id,firstname,lastname,email,email2,profession,Field Name
1132,485.19,735.75,892.62,355.12,1933-07-26,193
1133,823.59,210.13,337.48,64.5,2014-03-29,384
1134,606.73,836.55,390.61,989.64,1998-07-23,914
1135,523.53,747.56,120.76,382.74,1912-12-07,872
1136,75.08,412.03,390.85,158.67,2001-05-11,657
1137,19.99,109.02,69.36,355.45,1954-04-04,60
1138,614.64,689.14,536.31,658.46,2010-06-25,775
1139,537.47,461.46,228.2,734.5,1949-05-24,142
1140,140.81,408.83,123.89,202.06,1912-08-22,712
1141,610.51,304.32,684.23,427.43,2010-02-02,670
1142,385.17,860.19,97.09,528.98,1961-01-07,781
1143,62.85,92.56,794.3,161.51,1987-05-31,267
1144,109.42,477.31,41.87,396.95,1911-05-24,813
1145,49.52,570.16,691.56,908.97,1912-07-19,361
1146,499.82,951.95,826.52,876.13,1904-02-18,8
1147,679.46,976.05,243.09,293.57,1972-04-04,442
1148,111.93,252.14,619.34,599.74,1996-02-12,769
1149,454.96,407.75,502.01,93.8,1936-07-22,824
1150,805.82,520.74,966.27,238.06,1992-12-14,380
1151,516.71,854.84,140.04,68.93,2016-09-27,229
1152,571.48,432.12,755.83,260.92,1985-11-03,754
1153,971.15,620.4,646.36,80.65,1918-01-04,526
1154,579.21,615.84,452.75,289.8,1972-10-07,445
1155,306.41,709.74,707.6,983.74,1934-11-29,307
1156,33.44,31.06,608.34,857.07,1955-02-19,17
1157,184.52,546.32,9.08,643.65,1907-04-03,380
1158,355.98,971.13,267.06,840.41,1952-01-30,447
1159,369.22,562.89,589.88,74.43,1932-05-26,928
1160,262.17,200.41,65.22,671.85,1914-11-07,960
1161,523,838.77,415.75,610.81,1981-07-11,855
1162,58.33,314.4,403.3,432.15,1925-02-19,129
1163,49.4,66.41,949.6,15.27,1913-11-07,840
1164,935.76,347.67,63.42,743.22,1998-04-27,609
1165,506.01,971.28,940.47,471.6,2002-03-03,389
1166,898.3,438.82,906.53,767.6,1945-12-17,762
1167,532.74,356.95,867.96,413.14,1955-09-14,547
1168,442.57,424.07,337.88,958.62,2004-11-04,986
1169,758.92,782.59,177.62,571,1970-05-24,873
1170,496.71,326.94,670.32,706.69,1945-12-04,562
1171,238.56,704.98,674.79,624.38,1945-04-30,855
1172,83.67,951.77,905.61,283.65,1943-08-23,690
1173,187.12,409.22,969.44,114.09,2014-10-20,394
1174,169.43,870.65,794.22,631.56,1903-05-03,563
1175,165.02,6.63,700.64,162.75,1916-08-01,756
1176,9.41,994.55,843.17,586.64,1919-07-06,709
1177,920.48,200.48,731.79,715.84,1932-11-22,566
1178,22.75,874,174.27,549.16,1978-08-25,967
1179,997.47,856.89,281.39,39.53,1910-09-28,157
1180,970.95,891.83,335.3,897.44,2013-11-22,775
1181,27.15,461.46,402.98,468.79,1992-07-26,222
1182,738.99,240.56,91.03,231.63,2011-07-29,506
1183,907.84,720.11,638.56,328.51,1935-03-29,156
1184,284.85,561.06,890.16,305.7,2014-12-06,629
1185,175.79,389.56,716.29,15.61,1932-10-19,461
1186,234.63,581.5,242.76,552,1971-03-12,689
1187,142.7,298.55,70.59,444.44,1962-04-12,630
1188,57.93,758.92,208.87,141.05,2009-02-06,76
1189,929.31,209.85,567.46,237.79,1931-08-04,918
1190,449.74,91.55,424.47,927.14,1996-11-17,851
1191,767.79,651.63,576.57,79.85,1959-09-18,727
1192,413.73,524.17,828.68,51.87,1950-04-04,840
1193,450.23,688.14,582.23,321.16,2003-01-13,834
1194,825.14,809.33,42.48,53.46,1986-11-23,489
1195,411.18,852.72,145.75,342.84,1944-01-19,906
1196,793.18,305.35,276.71,887.4,1959-03-10,940
1197,5.31,47.76,841.91,719.08,1939-06-21,912
1198,871.54,875.83,491.65,922.48,1960-11-24,228
1199,325.45,680.25,514.22,567.69,1967-06-18,551
1200,363.12,398.53,126.32,774.1,2017-11-19,741
1201,879.82,655.8,328.3,651.21,1970-11-19,190
1202,863.65,163.83,201.66,743.41,1981-05-05,54
1203,479.99,26.35,617.98,653.03,1997-03-20,493
1204,759.26,321.85,176.55,846.07,1911-12-25,147
1205,782.29,11.2,266.31,801.4,1954-06-07,228
1206,267.52,755.09,437.5,862.37,2012-11-01,263
1207,495.32,723.3,116.19,497.96,1998-03-05,191
1208,671.93,761.56,369.94,692.83,1975-08-27,47
1209,806.21,185.24,617.23,704.23,2009-10-28,518
1210,64.88,50.45,141.08,108.96,1925-03-05,646
1211,760.92,741.59,240.27,521.44,1986-04-12,849
1212,25.51,44.95,301.01,342.66,1982-06-11,988
1213,459.73,998.5,829.72,911.62,1943-08-09,649
1214,249.41,802.04,415.38,560.64,1929-12-25,167
1215,12.88,450,848.93,677.57,1902-05-07,398
1216,571.4,818.57,338.74,494.64,1935-11-12,122
1217,787.9,599.26,695.64,697.51,1963-10-19,646
1218,388.1,790.73,837.26,801.07,1948-10-08,949
1219,982.61,266.61,999.33,757.75,1913-03-14,461
1220,730.14,471.78,663.99,820.46,1998-07-20,740
1221,441.55,485.5,740.08,548.83,1959-04-09,207
1222,103.96,508.47,58.18,95.73,1931-05-20,932
1223,979.95,321.25,577.97,340.84,1918-03-15,851
1224,332.29,879.24,152.12,420.99,1941-01-03,203
1225,413.98,797.56,382.4,488.61,1949-09-12,598
1226,619.32,463.43,403.33,590.96,1902-02-24,438
1227,816.86,301.55,596.8,246.98,1905-01-26,947
1228,423.4,486.83,479.54,358.48,1991-11-05,708
1229,919.91,763.41,219.11,285.99,1952-11-27,816
1230,212.74,772.23,114.74,412.43,1983-09-28,617
1231,379.62,896.6,466.22,342.75,1906-10-08,1
1232,47.71,606.85,735.16,252.66,1993-08-14,791
1233,279.57,114.19,553.4,133.01,1960-03-22,277
1234,310.03,703.44,607,537.37,1942-01-10,381
1235,934.23,532.25,318.88,354.19,1957-08-02,808
1236,534.28,855.11,308.18,760.93,1909-12-20,224
1237,482.23,4.08,550.53,253.43,1917-04-15,609
1238,421.02,925.45,48.93,766.13,1900-10-05,537
1239,391.51,220.57,29.56,219.83,1915-09-23,573
1240,722.97,787,216.92,926.38,1903-06-07,163
1241,532.52,195.47,244.6,917.02,2005-04-19,954
1242,542.89,254.78,774.25,540.7,1979-12-03,68
1243,273.13,727.82,714.09,720.88,1966-07-25,702
1244,777.21,449.51,954.01,429.4,2003-04-23,537
1245,672.41,129.08,804.59,878.36,1992-10-12,372
1246,9.1,690.06,211.63,151.44,1999-03-28,446
1247,968.19,252.1,868.5,428.95,1916-02-26,30
1248,528.12,76.99,685.06,458.09,1957-07-19,126
1249,954.94,772.88,834.48,710.07,1928-11-19,400
1250,654.1,499.89,181.71,295.23,2016-10-04,318
1251,395.01,919.86,980.62,875.22,1948-02-29,346
1252,954.48,9.07,322.31,570.9,1946-06-17,420
1253,913.37,16.03,64.73,487.03,1985-06-21,63
1254,889.23,203.38,167.62,861.05,2008-12-21,935
1255,553.18,971.27,755.92,171.76,2005-12-24,426
1256,336.52,852.42,851.9,417.13,1937-11-08,978
1257,162.25,830.92,956.59,56.84,1990-02-16,794
1258,534.3,207.63,457.08,349.59,1924-09-25,483
1259,212.07,989.34,694.56,46.49,2007-05-23,70
1260,21,532.18,915.7,847.56,1997-11-24,445
1261,863.09,887.55,462.64,305.08,1957-09-19,250
1262,76.16,787.79,641.69,952.05,2002-05-04,233
1263,123.35,278.4,167.49,733.37,1919-10-11,126
1264,652.89,883.42,494.07,630.41,1920-09-10,391
1265,50.11,657.67,813.08,517.41,1929-04-04,788
1266,542.19,272.8,114.53,271.76,2017-11-02,126
1267,371.17,208.08,194.23,549.25,1971-09-04,683
1268,158.18,809.43,785.77,793.22,1917-10-16,241
1269,484.29,232.32,770.36,912.79,1942-11-13,569
1270,879.01,254.88,812.01,904.6,1939-09-17,306
1271,271.23,440.88,968.93,631.59,1962-09-11,265
1272,969.96,356.39,423.76,603.96,2015-02-03,328
1273,497.85,149.52,845.1,218.05,2011-11-08,146
1274,532.86,817.62,188.93,276.58,1964-09-06,297
1275,703.44,473.75,116.23,717.38,2011-03-30,371
1276,264.79,388.31,987.01,751.27,2008-01-27,194
1277,774,142.64,447.67,764,2018-01-26,68
1278,637.09,482.2,834.86,121.88,1960-06-07,349
1279,757.44,784.55,705.69,903.8,1939-04-21,372
1280,480.24,420.58,82.79,236.84,1992-03-24,238
1281,972.89,845.8,973.12,869.37,1944-03-28,787
1282,276.97,664.32,781.25,934.98,1970-10-09,852
1283,521.23,581.08,640.13,745.53,2014-07-05,89
1284,523.65,882.98,985.14,728.13,1911-03-24,303
1285,16.15,155.46,664.87,604.13,1932-02-27,58
1286,25.92,466.13,960.52,501.28,1986-04-12,73
1287,178.27,911.54,272.72,67.25,1939-07-13,314
1288,209.17,470.69,134.62,22.52,1900-09-09,804
1289,709.89,895.47,38.97,653.11,1959-01-30,452
1290,244.72,721.12,370.19,148.64,1925-12-09,715
1291,77.11,478.24,266.42,78.43,2017-04-27,121
1292,195.79,953.14,935.95,203.18,1906-08-06,414
1293,577.02,817.61,984.51,77.67,1977-04-14,133
1294,913.47,740.94,672.12,650.68,1907-10-22,248
1295,370.44,661.49,583.49,683.01,1928-10-30,447
1296,697.19,770.65,651.46,923.12,1911-11-15,793
1297,502.64,431.47,476.61,386.6,1922-08-19,159
1298,851.43,737.96,549.51,261.79,1906-06-02,435
1299,583.37,624.99,585.39,973.58,1916-05-23,866
1300,262.89,811.85,812.83,831.85,1949-02-23,852
1301,581.29,564.84,342.4,392.57,2019-05-02,515
1302,80.79,100.75,364.09,314.27,1935-10-06,913
1303,940.59,722.72,319.66,409.67,1975-09-22,572
1304,133.48,118.93,894.64,31.47,1979-05-27,76
1305,95.84,900.29,782.08,381,1914-09-07,783
1306,815.8,190.55,482,28.67,1918-10-05,690
1307,685.88,540.02,991.55,186.8,2005-01-26,30
1308,617.45,724.76,119.86,49.61,2012-09-01,185
1309,595.25,786.16,690.43,351.4,1923-06-07,150
1310,133.9,248.66,478.1,372.03,1965-12-04,171
1311,483.92,429.88,788.15,422.43,1977-09-08,368
1312,620.11,106.88,167.75,621.4,2009-03-27,199
1313,497.92,228.06,212.92,135.41,1956-01-21,918
1314,205.81,332.66,577.19,726.01,1992-01-04,728
1315,895.83,738.27,642.34,16.03,1911-06-12,182
1316,776.81,798.35,53.36,968.83,1966-12-25,316
1317,692.9,16.73,144.91,174.06,1995-10-17,910
1318,608.29,895.1,927.45,724.03,1950-10-15,686
1319,345.81,452.82,304.68,943.17,2016-03-03,905
1320,941.06,26.39,330.87,17.78,1993-10-18,26
1321,439.81,320.83,583.65,169.57,1938-06-12,405
1322,659.58,480.1,624.98,378.5,1992-11-02,908
1323,296.8,376.64,13.51,958.69,2017-05-10,59
1324,115.66,195.57,460.32,314.69,1955-07-28,658
1325,481.48,230.84,123.02,998.14,1944-07-03,647
1326,359.72,862.85,390.5,538.87,1927-01-22,834
1327,680.77,706.84,613.61,105.22,1953-11-16,960
1328,350.39,470.88,552.72,581.5,1935-05-23,224
1329,432.72,299.58,516.73,595.5,1977-09-27,206
1330,595.44,673.03,317.72,938.99,1990-05-22,178
1331,56.67,606.13,981.19,923.24,1942-06-11,148
1332,423.56,713.69,284.9,486.73,1912-05-01,268
1333,597.04,243.94,295.03,411.31,1905-02-26,92
1334,345.3,751.05,743.1,607.1,1903-10-14,922
1335,562.04,495.25,663.95,761.2,1923-04-27,700
1336,352.89,266.67,331.13,247.02,2000-08-27,604
1337,491.18,147.71,584.48,273.07,1951-09-19,762
1338,114.03,751.27,940.26,556.94,1993-04-24,115
1339,763.35,204.42,704.19,396.21,1949-10-20,822
1340,115.69,314.87,160.66,973.55,1957-12-27,383
1341,582.48,431.54,458.78,515.46,1915-02-04,822
1342,688.93,908.47,299.29,448.31,1902-08-31,429
1343,916.23,757.6,612.75,233.35,1902-12-02,522
1344,336.5,905.25,855.63,362.06,1999-05-16,611
1345,121.24,673.83,5.21,46.77,1938-12-28,2
1346,630.27,856.73,648.18,13.41,1996-10-05,982
1347,830.3,56.13,189.16,787.14,1908-12-04,3
1348,599.26,226.84,238.93,760.28,1905-10-16,183
1349,385.53,804.46,804.82,57.33,2001-11-23,867
1350,799.15,637.48,79.58,324.04,1940-03-23,912
1351,846.18,347.89,826.07,67.92,1970-04-17,933
1352,308.56,23.19,507.21,699.12,1904-09-06,525
1353,822.03,764.99,45.96,926.1,1984-03-18,658
1354,497.18,38.31,566.24,270.55,1968-03-31,93
1355,902.86,635.93,99.04,15.42,1945-03-21,445
1356,486.5,553.29,226.1,519.9,1938-06-10,863
1357,873.92,41.01,483.4,952.39,1928-03-31,566
1358,234.61,468.21,383.29,42.99,1900-03-13,657
1359,31.07,819.87,27.44,775.19,1983-09-30,111
1360,847.88,372.44,25.45,192.03,1954-11-10,408
1361,55.96,724.04,19.59,727.96,1910-01-20,259
1362,201.29,792.65,373.54,426.18,1939-03-13,491
1363,863.67,189.36,978.59,869.15,1938-05-27,966
1364,875.08,767.27,307.96,526.66,1918-04-27,753
1365,750.53,246.41,262.91,853.49,1985-06-17,462
1366,213.13,398.57,703.04,541.76,1933-10-23,382
1367,202.75,673.29,599.22,771.34,1984-04-25,641
1368,261.56,290.76,710.02,750.52,1929-02-28,231
1369,522.62,304.21,327.08,222.46,1911-01-23,645
1370,826.46,163.71,929.5,298.48,1934-03-28,967
1371,754.86,908.9,821.33,213.08,1981-11-22,322
1372,372.24,795.34,756.27,58.68,1996-09-10,342
1373,424.9,153.16,750.98,360.09,1963-08-03,270
1374,434.32,499.21,173.15,332.51,1938-06-26,929
1375,973.58,782.24,536.44,379.59,1900-03-30,575
1376,367.81,337.79,456.34,102.39,1925-08-08,258
1377,842.75,90.41,570.02,761.12,1940-06-11,845
1378,793.5,520.84,677.77,87.7,1957-12-25,224
1379,665.18,876.58,109.18,408.75,1987-05-12,356
1380,225.37,852.57,134.52,611.88,1951-04-19,127
1381,31.16,214.71,9.86,743,1944-10-04,377
1382,97.79,844.33,855.73,794.98,2004-06-07,342
1383,930.88,2.76,103.57,155.98,1972-09-29,901
1384,629.6,665.48,661.97,867.15,1965-12-23,852
1385,809.63,633.61,137.8,120.86,2008-01-25,253
1386,19.4,770.75,395.96,986.78,1911-05-17,63
1387,485.88,50.92,631.66,176.17,2002-09-18,650
1388,288.92,705.02,800.21,506.03,1932-04-06,610
1389,379.12,565.36,85.35,793.4,2012-07-01,609
1390,990.47,591.36,552.88,636.05,2017-11-11,126
1391,835.04,568.37,830.97,112.06,1961-11-09,635
1392,760.07,404.32,212.41,469.07,1985-03-15,989
1393,645.13,689.12,239.04,603.28,1916-01-29,253
1394,246.17,256.95,860.36,41.41,1940-11-14,325
1395,36.3,112.47,320.85,153.13,1940-05-31,597
1396,246.12,68.76,871.98,295.22,1955-08-15,110
1397,768.22,224.21,863.57,239.95,1933-05-23,116
1398,380.81,92.05,536.09,144.84,1974-08-06,251
1399,341.51,925.15,166.41,46.01,1940-02-13,54
1400,889.49,949.42,342.52,880.39,1930-12-03,836
1401,614.72,505.97,753.44,867.01,1954-09-09,124
1402,301.85,103.97,10.97,544.38,1968-06-07,203
1403,482.56,555.79,818.55,988.6,2005-07-26,602
1404,193,921.4,473.06,301.94,2019-10-26,339
1405,623.39,914.68,856.9,734.38,1936-06-27,662
1406,758.84,163,487.39,737.98,2009-11-06,79
1407,387.33,469.67,79.7,842.33,1996-07-30,248
1408,789.7,935.65,265.53,993.86,1979-01-18,914
1409,5.84,84.04,517.3,701.4,2006-05-20,684
1410,486.45,888.55,415.96,622.45,1949-02-08,644
1411,848.67,135.11,205.96,801.82,1990-05-14,332
1412,447.02,591.14,952.31,934.51,1999-04-05,820
1413,560.02,182.39,484.98,885.83,1986-04-22,940
1414,364.56,238.3,4.65,395.12,1924-05-15,859
1415,261.33,497.35,349.41,230.04,1978-03-08,758
1416,41.93,651.45,791.2,81.13,1961-06-27,365
1417,170.54,236.42,376.41,101.79,1915-03-22,135
1418,115.96,891.82,438.87,740.57,1922-12-22,321
1419,5.43,34.24,693.17,199.98,1919-02-07,322
1420,366.86,201.49,100.57,787.35,1941-05-11,571
1421,266.97,150.13,658.91,415.36,1943-05-27,880
1422,597.71,714.43,589.47,261.86,1986-09-23,572
1423,583.75,371.43,590.02,259.01,1978-12-23,331
1424,304.08,727.24,703.33,632.91,1927-06-03,369
1425,601.03,73.23,418.31,55.63,2019-05-10,624
1426,24.65,545.29,906.01,284.01,2016-08-20,625
1427,376.21,746.87,800.94,228.43,1981-01-29,2
1428,733.62,379.17,907.2,744.4,1927-12-27,748
1429,504.61,57.88,38.76,726.63,1943-06-15,402
1430,862.16,180.81,504.92,144.33,1995-10-15,791
1431,548.15,773.73,721.04,645.58,2003-02-16,230
1432,148.18,457.31,422.24,85.61,1920-12-19,883
1433,13.57,713.64,164.69,455.65,1926-01-24,146
1434,461.83,637.27,437.87,139.15,1956-09-19,657
1435,357.38,877.85,886.08,255.2,1976-12-20,811
1436,791.12,793.7,638.77,375.22,1947-07-18,54
1437,892,322.76,592.24,388.16,1940-01-29,840
1438,593.48,291.28,555.91,641.14,1984-09-14,161
1439,762.7,271.86,588.7,836.26,1920-10-18,254
1440,470.54,125.06,693.03,642.66,1957-03-26,466
1441,186.53,119.84,108.63,800.39,2012-09-14,76
1442,944.53,48.15,620.49,42.86,1906-05-31,958
1443,597.18,2.21,34.93,416.36,1996-11-17,365
1444,32.8,316.99,648.68,804.84,1964-10-17,525
1445,523.61,786.18,393.28,740.04,1948-03-17,123
1446,32.47,936.72,311.61,977.35,2003-04-25,8
1447,726.12,265.1,938.23,346.28,1964-08-07,265
1448,917.13,154.96,430.1,953.24,1939-02-25,694
1449,640.57,334.52,517.61,115.95,1909-08-25,455
1450,386.71,796.91,577.14,190.54,1986-09-30,231
1451,581.8,118.92,922.13,377.77,1967-10-26,168
1452,158.89,372.04,441.87,537.49,2001-06-07,614
1453,814.48,634.01,290.93,551.83,1979-01-29,423
1454,952.51,441.94,544.82,713.92,1964-07-09,783
1455,833.47,826.4,749.86,422.89,1929-01-05,249
1456,802.11,717.69,158.56,993.75,1995-08-01,904
1457,585.32,475.26,953.16,284.12,1923-06-17,899
1458,804.86,382.16,697.78,666.84,1993-02-16,55
1459,671.38,518.94,155.2,323.71,1928-11-26,578
1460,221.14,575.23,826.76,269.1,1980-07-30,820
1461,487.93,592.4,776.93,661.11,2007-09-08,204
1462,852.72,199.33,127.45,100.12,1944-03-30,549
1463,855.93,741.82,1.06,289.41,1900-02-05,745
1464,27.05,546.5,587.89,976.34,1935-01-10,838
1465,672.55,696.19,697.77,102.81,2002-06-11,65
1466,677.35,279.33,111.71,662.15,1966-09-25,278
1467,946.83,317.62,186.81,691.71,1927-06-25,932
1468,893.13,816.56,786.68,655.17,1946-10-22,744
1469,889.82,739.69,713.2,247.89,1970-02-15,935
1470,449.95,153.76,809.88,697.24,1929-09-18,683
1471,426.81,288.48,186.56,626.42,1959-06-17,784
1472,906.97,434.05,295.45,73.52,1933-06-15,412
1473,926.1,196,57.05,387.62,1991-09-12,427
1474,148.49,215.95,598.54,371.81,1996-05-08,523
1475,748.71,13.22,419.63,2.51,1908-12-26,374
1476,520.73,540.88,477.27,82.71,1940-07-21,294
1477,335,200.93,961.66,360.16,1935-01-06,886
1478,701.83,912.35,195.43,478.93,1943-09-25,783
1479,742.52,283.96,219.47,477.26,1954-09-22,465
1480,245.09,442.42,9.19,149.09,1972-06-28,810
1481,664.03,726.24,304.63,42.78,1956-06-09,127
1482,217.46,879.66,269.94,660.54,1973-03-03,586
1483,113.45,792.54,236.02,813.61,2008-10-13,285
1484,55.98,84.37,592.1,527.82,1987-06-20,175
1485,655.52,979.26,746.62,504.01,2008-11-26,639
1486,791.43,115.01,418.13,185.72,1997-07-23,789
1487,472.37,298.86,202.62,599.07,1961-09-04,622
1488,887.38,144.23,378.35,709.47,1930-05-25,218
1489,366.81,514.88,724.7,767.78,1937-01-19,119
1490,958.03,226.83,91.75,585.66,1953-01-11,687
1491,493.51,881.41,497.48,533.5,1983-11-28,570
1492,74.15,276.23,709.9,559.11,2002-09-23,5
1493,955.49,249.06,778.7,259.57,2002-04-27,990
1494,679.66,520.41,591.58,228.69,1907-12-19,590
1495,123.09,252.53,187.77,646.52,1902-08-16,270
1496,259.47,88.14,805.93,125.63,1980-08-05,579
1497,776.54,894.31,528.31,486.57,2008-07-23,789
1498,298.27,259.91,145.18,101.71,1981-04-03,701
1499,438.3,457.29,512.27,939.76,1914-01-04,885
1500,708.2,331.8,72.57,773.38,2012-06-11,519
1501,723.74,14.47,239.93,883.33,1992-05-05,25
1502,771.28,508.25,573.3,957.4,1938-10-10,776
1503,398.03,515.36,536.26,878.64,2012-06-11,621
1504,438.15,581.29,302.63,149,1918-06-19,10
1505,706.92,715.92,378.04,990.09,1999-05-29,883
1506,338.88,242.39,264.15,378.06,2001-12-03,613
1507,348.08,529.04,916.92,532.36,2004-02-03,624
1508,920.46,187.28,704.41,720.3,1972-11-12,663
1509,106.68,442.3,225.78,416.93,1977-12-25,470
1510,793.44,720.44,838.2,870.47,2003-11-12,983
1511,24.79,160.36,966.11,797.53,1908-10-03,474
1512,476.38,720.79,680.07,657.95,1967-07-30,463
1513,529.57,761.72,648.18,531.73,2008-10-17,615
1514,669.39,980.97,483.25,999.27,1975-10-28,716
1515,554.84,478.5,913.7,660.48,1907-12-25,45
1516,709.92,275.89,836.42,655.14,2017-04-18,814
1517,441.27,700.46,818.92,73.26,1916-02-12,27
1518,92.96,838.37,81.14,564.1,1996-09-27,647
1519,690.27,11.24,985.5,271.98,1980-07-29,943
1520,757.5,306.76,932.21,919.36,1994-07-17,697
1521,846.04,220.77,564.61,217.76,1957-01-09,104
1522,371.04,122.17,646.51,922.16,1963-06-25,488
1523,270.58,369.86,451.35,504.26,1902-09-08,366
1524,734.97,539.5,56.44,629.26,1913-05-23,413
1525,606.94,601.05,320.63,379.14,1995-10-10,89
1526,966.77,325.73,230.87,304.11,1949-06-20,20
1527,729.5,944.05,412.64,359.23,1961-05-10,445
1528,163,796.25,475.7,431.92,2015-05-16,307
1529,499.3,285.84,259.37,427.62,2012-03-07,677
1530,992.98,141.22,633.7,915.69,1961-01-13,424
1531,254.29,714.16,260.76,827.97,1967-01-14,354
1532,399.91,188.27,773.7,242.82,1964-11-02,629
1533,316.75,269.31,178.19,986.59,1992-01-09,1000
1534,909.02,218.43,699.54,496.97,1946-08-23,969
1535,369.52,456.77,32.79,255.14,1981-10-27,144
1536,493.9,790.55,100.2,784.82,2011-09-16,716
1537,257.71,873.15,314.74,937.56,1962-08-05,456
1538,934.33,681.3,472.76,412.77,1926-05-21,42
1539,423.01,278.2,769.9,172.52,1934-12-12,82
1540,47.12,681.79,534.54,781.98,1906-06-28,885
1541,684.03,800.51,864.18,148.79,1918-02-14,935
1542,362.4,491.17,693.92,421.68,2011-06-20,609
1543,218.66,859.76,326.01,744.26,1986-06-01,147
1544,154.72,329.86,364.3,258.97,1919-12-10,310
1545,834.79,213.91,946.78,267.85,1942-06-16,347
1546,489.71,957,447.42,899.73,1986-07-29,961
1547,409.33,633.88,985.72,422.65,1977-04-15,75
1548,369.37,843.06,910.43,812.75,2017-02-12,690
1549,345.55,958.53,9.85,942.37,1920-07-02,254
1550,220.54,323.5,251.93,902.73,2009-01-19,728
1551,788.37,775.77,828.03,87.38,1922-03-06,322
1552,655.58,518.64,8.72,78.23,1912-05-21,812
1553,314.03,85.53,415.74,912.22,2015-10-23,338
1554,494.62,617.74,78.02,732.28,1971-02-18,102
1555,535.58,915.53,62.4,290.73,1955-03-15,15
1556,214.77,867.64,432.2,401.12,1982-01-09,602
1557,680.21,616.72,693.18,783.56,1955-09-29,670
1558,631.89,305.87,50.52,7.12,1901-04-26,964
1559,852.43,495.24,878.15,943.4,1906-04-19,313
1560,982.29,392.78,562.49,333.25,1933-06-25,131
1561,816.83,982.78,515.66,412.64,1931-11-22,888
1562,268.56,534.2,967.99,953.34,1949-03-21,77
1563,183.64,754.13,215.75,506.56,2015-08-05,755
1564,797.89,116.32,171.45,572.02,1905-10-23,428
1565,448.72,806.88,202.5,15.51,1927-01-04,138
1566,195.92,633.34,701.19,976.83,2008-04-04,496
1567,974.88,817.21,436.75,441.81,1948-03-11,485
1568,640.95,327.23,673.7,771.93,2002-02-21,175
1569,679.54,629.68,700.64,967.84,1964-01-26,309
1570,185.93,432.04,384.5,500.45,1985-11-07,611
1571,708,584.11,855.73,869.03,1967-10-25,30
1572,57.64,832.9,251.6,903.79,1925-10-23,880
1573,491.45,266.73,331.63,703.91,1989-12-17,354
1574,58.15,786.14,510.54,169.04,1946-04-17,329
1575,567.07,908.22,801.52,898.52,1941-10-28,426
1576,880.88,915.88,608.16,678.74,2004-11-20,857
1577,490.75,514.75,728.13,110.51,1930-09-22,487
1578,626.72,437.42,572.64,501,1957-10-20,113
1579,620.53,306.05,586.52,277,1918-09-08,793
1580,258.55,76.53,505.58,296.29,2000-04-19,378
1581,982.43,597.19,413.08,53.86,1942-07-23,855
1582,18.31,842.55,180.12,278.69,2011-11-06,717
1583,406.07,784.02,132.01,233.5,1917-11-12,537
1584,307.97,674.1,895.29,57.05,1968-01-23,834
1585,43.31,412.1,339.7,656.45,1957-08-03,616
1586,995.17,481.51,971.43,337.07,2014-06-06,938
1587,738.47,549.33,627.91,47.52,1941-09-01,618
1588,15.93,455.55,598.57,975.82,1932-01-10,961
1589,448.5,926.19,112.11,969.88,1987-09-07,257
1590,738.01,189.27,738.22,556.88,2016-06-15,477
1591,180.92,753.68,427.44,997.95,1924-05-14,780
1592,402.7,857.41,783.04,56.92,1949-08-16,63
1593,896.12,943.61,11.25,277.01,2006-05-20,965
1594,878.63,587.6,531.78,846.7,1983-07-18,338
1595,765.03,746.16,404.08,883.61,1956-09-29,306
1596,65.47,464.25,137.53,244.04,1905-12-17,439
1597,763.34,498.77,246.36,249.85,2003-04-26,200
1598,364.14,96.04,278.13,50.2,1987-03-31,90
